,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
1150,9EF1,Masculino,39,Pardo,Ensino Medio,PE,2,Contabilidade,Analista Junior
1151,EB2D,Feminino,43,Branco,Doutorado,RR,3,Vendas,Analista Senior
1152,8C68,Masculino,53,Pardo,Ensino Superior,PR,9,Contabilidade,Analista Pleno
1153,C7EF,Masculino,21,Pardo,Doutorado,PR,5,TI,Analista Junior
1154,387A,Masculino,24,Pardo,Doutorado,SC,4,Marketing,Analista Pleno
1155,BCEE,Masculino,21,Branco,Ensino Superior,SP,,Marketing,Gerente
1156,72EF,Masculino,37,Pardo,Doutorado,BA,6,Vendas,Analista Junior
1157,31E1,Masculino,24,Pardo,Ensino Superior,AL,7,Desenvolvimento de Produtos,Analista Senior
1158,851F,Masculino,29,Branco,Pos graduacao,PR,5,TI,Gerente
1159,47A7,Masculino,40,Branco,Ensino Superior,SP,10,Contabilidade,Gerente
1160,9ADF,Feminino,26,Pardo,Ensino Superior,AC,6,Recursos Humanos,gerente
1161,F369,Feminino,24,Branco,Ensino Medio,PB,3,Contabilidade,Analista Pleno
1162,5878,Feminino,44,Pardo,Ensino Superior,MS,9,Operacoes,Analista Pleno
1163,E68D,Masculino,22,Pardo,Ensino Superior,RJ,2,Desenvolvimento de Produtos,Analista Junior
1164,0238,Masculino,44,Branco,Ensino Superior,PE,5,Marketing,Analista Pleno
1165,337E,Masculino,33,Preto,Ensino Superior,MS,7,Operacoes,Analista Junior
1166,F664,Masculino,23,Branco,Pos graduacao,RJ,4,Administrativo,Analista Pleno
1167,059B,Masculino,22,Branco,Pos graduacao,BA,,Operacoes,Gerente
1168,AC37,Masculino,18,Branco,Ensino Superior,PE,4,Administrativo,Gerente
1169,DFDC,Masculino,39,Pardo,Pos graduacao,SP,9,Operacoes,Gerente
1170,5381,Feminino,43,Preto,Mestrado,MS,7,Marketing,Analista Junior
1171,2D6C,Masculino,36,Branco,Ensino Superior,RS,10,Marketing,Analista Junior
1172,EC5C,Masculino,34,Pardo,Ensino Superior,RO,8,Marketing,Estagiario
1173,72EE,Masculino,26,Branco,Doutorado,RR,1,Desenvolvimento de Produtos,Analista Senior
1174,F635,Masculino,24,Amarelo,Ensino Superior,AM,0,Vendas,Analista Junior
1175,3076,Feminino,39,Pardo,Ensino Superior,GO,4,Operacoes,Analista Junior
1176,0EA6,Feminino,24,Pardo,Pos graduacao,SE,,Recursos Humanos,Analista Junior
1177,338E,Masculino,31,Branco,Ensino Medio,RS,6,Compras,Analista Junior
1178,5DA4,Masculino,32,Pardo,Mestrado,MG,9,Administrativo,Gerente
1179,1E51,Feminino,28,Branco,Ensino Superior,AP,6,TI,Analista Senior
1180,70D4,Masculino,20,Pardo,Ensino Superior,PR,,Compras,Gerente
1181,2C7C,Masculino,51,Branco,Ensino Superior,RJ,7,Desenvolvimento de Produtos,Gerente
1182,69BF,Masculino,38,Pardo,Ensino Superior,PA,5,Operacoes,Estagiario
1183,9F3B,Masculino,31,Branco,Pos graduacao,SE,6,TI,Analista Junior
1184,8159,Feminino,20,Branco,Doutorado,SC,4,Recursos Humanos,Analista Senior
1185,C26D,Feminino,18,Branco,Ensino Superior,BA,,TI,Gerente
1186,FC1E,Feminino,22,Preto,Ensino Superior,DF,6,Marketing,Analista Junior
1187,2895,Masculino,23,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Senior
1188,CA85,Feminino,25,Preto,Ensino Superior,GO,5,Operacoes,Analista Senior
1189,E975,Masculino,24,Branco,Pos graduacao,PE,,Administrativo,Analista Senior
1190,0B58,Feminino,39,Pardo,Ensino Superior,GO,6,Contabilidade,Analista Pleno
1191,19E3,Masculino,20,Preto,Ensino Superior,RJ,2,Marketing,Gerente
1192,5572,Masculino,31,Pardo,Ensino Superior,SC,6,Desenvolvimento de Produtos,Analista Junior
1193,68B7,Masculino,18,Pardo,Doutorado,RS,1,TI,Analista Senior
1194,AE89,Masculino,34,Branco,Ensino Superior,PA,3,Marketing,Analista Junior
1195,FC35,Feminino,21,Pardo,Ensino Superior,RN,2,Operacoes,Analista Junior
1196,5792,Masculino,32,Preto,Ensino Superior,PA,14,Recursos Humanos,Analista Pleno
1197,B774,Feminino,42,Branco,Ensino Superior,MG,6,Operacoes,Analista Junior
1198,5480,Feminino,22,Pardo,Mestrado,TO,,Recursos Humanos,Gerente
1199,BA96,Masculino,20,Pardo,Ensino Superior,RO,3,Desenvolvimento de Produtos,Analista Junior
1200,A395,Masculino,27,Branco,Pos graduacao,SC,10,Compras,Estagiario
1201,FE9B,Masculino,22,Branco,Ensino Superior,RS,7,Desenvolvimento de Produtos,Analista Pleno
1202,0479,Masculino,25,Pardo,Ensino Superior,RR,11,Operacoes,Analista Senior
1203,73B2,Masculino,36,Pardo,Ensino Superior,SC,4,TI,Analista Junior
1204,0AA7,Masculino,23,Pardo,Ensino Medio,PR,,Marketing,Analista Senior
1205,F5A8,Masculino,27,Branco,Mestrado,RJ,4,Contabilidade,Analista Junior
1206,BF64,Masculino,41,Pardo,Doutorado,PE,4,Vendas,Analista Junior
1207,819E,Masculino,31,Pardo,Ensino Superior,TO,7,Contabilidade,Analista Senior
1208,4118,Masculino,23,Amarelo,Ensino Medio,GO,4,Recursos Humanos,Analista Pleno
1209,BCB5,Masculino,20,Pardo,Ensino Superior,MA,,Vendas,Analista Junior
1210,2442,Masculino,26,Pardo,Doutorado,SP,2,Recursos Humanos,Analista Senior
1211,F177,Feminino,31,Pardo,Pos graduacao,SC,0,TI,Analista Junior
1212,1A09,Masculino,46,Branco,Ensino Superior,AC,5,Vendas,Gerente
1213,6B67,Masculino,48,Pardo,Ensino Medio,GO,0,Vendas,Analista Pleno
1214,7379,Feminino,31,Pardo,Pos graduacao,RS,,TI,Gerente
1215,40DD,Feminino,33,Branco,Ensino Superior,RN,3,Vendas,Analista Senior
1216,B401,Feminino,29,Pardo,Ensino Superior,RS,2,Administrativo,Analista Pleno
1217,198E,Feminino,21,Branco,Pos graduacao,SP,1,Recursos Humanos,Analista Junior
1218,3438,Masculino,44,Branco,Pos graduacao,RR,5,Vendas,Analista Senior
1219,F40D,Masculino,34,Branco,Ensino Superior,RJ,4,Administrativo,Analista Senior
1220,6888,Masculino,46,Branco,Ensino Superior,CE,5,Recursos Humanos,Analista Senior
1221,7F42,Feminino,29,Pardo,Ensino Superior,RJ,7,Administrativo,Analista Pleno
1222,6FC5,Masculino,33,Pardo,Mestrado,GO,4,Recursos Humanos,Gerente
1223,410B,Feminino,38,Pardo,Ensino Superior,PB,6,Administrativo,gerente
1224,3D69,Masculino,28,Pardo,Doutorado,RR,3,Desenvolvimento de Produtos,Analista Senior
1225,1EC8,Masculino,33,Pardo,Ensino Superior,RS,4,Operacoes,Analista Junior
1226,34B4,Masculino,47,Amarelo,Ensino Superior,PR,8,Marketing,Analista Senior
1227,B0DF,Masculino,12,Branco,Não informado,RJ,,Compras,Analista Junior
1228,0408,Masculino,40,Pardo,Ensino Superior,RO,5,Marketing,Analista Junior
1229,8EF0,Masculino,34,Branco,Pos graduacao,SP,13,TI,Analista Pleno
1230,791A,Feminino,36,Pardo,Doutorado,RJ,4,Operacoes,Analista Junior
1231,4634,Feminino,24,Pardo,Pos graduacao,RS,3,Desenvolvimento de Produtos,Gerente
1232,C65C,Masculino,51,Branco,Ensino Superior,RS,7,Desenvolvimento de Produtos,Analista Senior
1233,187A,Masculino,49,Pardo,Ensino Superior,PI,7,Recursos Humanos,Estagiario
1234,F31C,Feminino,35,Branco,Ensino Superior,CE,8,Recursos Humanos,Gerente
1235,7656,Feminino,34,Pardo,Ensino Superior,MG,12,Administrativo,Analista Junior
1236,1957,Feminino,18,Pardo,Ensino Superior,RO,1,Compras,Analista Pleno
1237,3DAB,Feminino,47,Preto,Ensino Medio,RJ,5,Compras,Analista Junior
1238,12E7,Masculino,18,Branco,Ensino Superior,RJ,4,Contabilidade,Analista Pleno
1239,7A01,Feminino,35,Pardo,Ensino Superior,PA,6,Vendas,Analista Junior
1240,E4A1,Masculino,25,Pardo,Ensino Superior,CE,5,Recursos Humanos,Analista Pleno
1241,6573,Feminino,42,Pardo,Pos graduacao,BA,5,Contabilidade,Analista Pleno
1242,8240,Feminino,24,Pardo,Mestrado,PR,9,Operacoes,Analista Pleno
1243,62CD,Feminino,27,Pardo,Pos graduacao,GO,3,Operacoes,Analista Senior
1244,CF44,Masculino,43,Branco,Doutorado,CE,3,Marketing,Analista Senior
1245,F785,Masculino,37,Pardo,Doutorado,PB,7,Operacoes,Gerente
1246,45C0,Masculino,28,Branco,Ensino Superior,AC,5,Compras,Analista Junior
1247,CA9C,Feminino,45,Pardo,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Junior
1248,0C13,Masculino,35,Branco,Ensino Superior,RJ,6,Compras,Analista Pleno
1249,DACC,Masculino,24,Branco,Ensino Medio,MT,3,Marketing,Analista Senior
1250,7F04,Masculino,36,Pardo,Mestrado,SE,4,Marketing,Gerente
1251,F9DE,Masculino,35,Pardo,Doutorado,AM,8,Vendas,Gerente
1252,CFAF,Masculino,32,Pardo,Ensino Superior,PR,8,TI,Analista Junior
1253,98D6,Masculino,27,Branco,Ensino Superior,MG,2,Recursos Humanos,Gerente
1254,F7BA,Masculino,34,Pardo,Ensino Superior,SC,10,Recursos Humanos,Analista Pleno
1255,AF37,Masculino,22,Pardo,Ensino Superior,MG,2,Compras,Analista Junior
1256,3435,Masculino,27,Pardo,Ensino Superior,SP,9,Contabilidade,Analista Junior
1257,3493,Masculino,40,Branco,Doutorado,GO,0,Vendas,Analista Pleno
1258,9DEE,Feminino,27,Pardo,Ensino Superior,RS,5,Recursos Humanos,Analista Junior
1259,00A9,Masculino,22,Branco,Ensino Superior,PI,8,Compras,Analista Pleno
1260,83D5,Masculino,30,Pardo,Ensino Superior,AM,7,Contabilidade,Analista Junior
1261,2137,Masculino,26,Pardo,Ensino Superior,SP,0,Marketing,Analista Junior
1262,9997,Feminino,53,Branco,Ensino Superior,SC,5,Operacoes,Analista Junior
1263,D360,Masculino,49,Pardo,Doutorado,MT,7,Contabilidade,Analista Senior
1264,6D7E,Masculino,27,Branco,Doutorado,MT,6,Compras,Analista Senior
1265,A792,Masculino,36,Pardo,Ensino Superior,RJ,11,Operacoes,Gerente
1266,4857,Masculino,24,Preto,Doutorado,RJ,4,Operacoes,Analista Senior
1267,AB0E,Feminino,27,Branco,Pos graduacao,RJ,,Contabilidade,Gerente
1268,6F4C,Feminino,40,Branco,Ensino Medio,AC,8,Contabilidade,Analista Senior
1269,FBCA,Feminino,21,Pardo,Mestrado,ES,7,Desenvolvimento de Produtos,Gerente
1270,19EE,Masculino,32,Pardo,Pos graduacao,RS,7,Operacoes,Analista Junior
1271,A9C1,Masculino,22,Pardo,Ensino Superior,CE,1,Desenvolvimento de Produtos,Analista Pleno
1272,70FF,Masculino,29,Branco,Ensino Superior,CE,7,Marketing,Analista Junior
1273,FF18,Masculino,33,Branco,Ensino Superior,MS,8,Marketing,Analista Pleno
1274,B26A,Masculino,28,Branco,Ensino Superior,SC,2,Operacoes,Analista Senior
1275,53E6,Feminino,36,Branco,Ensino Superior,RJ,10,Administrativo,Analista Junior
1276,50FE,Masculino,31,Branco,Ensino Superior,PE,2,TI,Analista Pleno
1277,5C43,Masculino,21,Pardo,Doutorado,PR,,Contabilidade,Analista Junior
1278,8818,Masculino,23,Branco,Pos graduacao,MA,6,Marketing,Analista Junior
1279,E68F,Masculino,25,Branco,Ensino Superior,RJ,1,Administrativo,Analista Pleno
1280,2774,Masculino,20,Branco,Ensino Superior,PI,4,Marketing,Analista Senior
1281,E1A7,Masculino,38,Pardo,Pos graduacao,MA,1,Administrativo,Analista Pleno
1282,853E,Masculino,31,Pardo,Doutorado,PR,8,Marketing,Analista Junior
1283,D279,Masculino,36,Pardo,Ensino Superior,RN,10,Contabilidade,Analista Senior
1284,67D3,Masculino,20,Branco,Ensino Superior,MG,,Operacoes,Analista Senior
1285,9207,Masculino,24,Pardo,Pos graduacao,SP,3,TI,Estagiario
1286,E48D,Feminino,19,Branco,Mestrado,RS,2,Contabilidade,Analista Senior
1287,1DAF,Masculino,19,Branco,Ensino Superior,RJ,,Marketing,Analista Senior
1288,D00D,Masculino,35,Branco,Ensino Superior,SP,3,Operacoes,Analista Senior
1289,02B8,Feminino,33,Pardo,Pos graduacao,ES,5,Operacoes,Analista Pleno
1290,9617,Feminino,18,Preto,Ensino Superior,RN,,Recursos Humanos,Analista Senior
1291,2043,Masculino,24,Pardo,Ensino Superior,RO,2,Vendas,Estagiario
1292,CB87,Feminino,22,Branco,Ensino Superior,PE,6,Administrativo,Analista Senior
1293,AB16,Masculino,23,Pardo,Mestrado,RS,6,Compras,Analista Junior
1294,D0EE,Masculino,43,Branco,Mestrado,TO,9,Operacoes,Analista Junior
1295,CE29,Masculino,29,Branco,Ensino Superior,RN,5,Operacoes,Estagiario
1296,E136,Masculino,34,Pardo,Mestrado,RR,9,Vendas,Analista Pleno
1297,4950,Masculino,27,Preto,Pos graduacao,AM,0,Marketing,Analista Senior
1298,F01F,Masculino,20,Preto,Mestrado,AL,3,Compras,Analista Pleno
1299,E1B1,Masculino,21,Branco,Ensino Superior,RR,2,Operacoes,Analista Senior
1300,9AFE,Masculino,36,Pardo,Ensino Superior,PA,8,Recursos Humanos,Analista Pleno
1301,2AF4,Masculino,29,Pardo,Ensino Superior,AM,8,Operacoes,Analista Junior
1302,D894,Masculino,43,Pardo,Pos graduacao,AL,8,Operacoes,Estagiario
1303,BAF7,Feminino,31,Branco,Ensino Superior,SC,6,Administrativo,Analista Senior
1304,1CE4,Masculino,23,Pardo,Ensino Medio,SC,4,Administrativo,Analista Senior
1305,FAA5,Masculino,44,Branco,Ensino Superior,SP,7,Recursos Humanos,Analista Senior
1306,1D17,Masculino,33,Branco,Ensino Superior,RN,,Contabilidade,Analista Junior
1307,56D4,Masculino,18,Pardo,Ensino Superior,PI,,Desenvolvimento de Produtos,Estagiario
1308,D03E,Masculino,25,Pardo,Mestrado,SP,10,Desenvolvimento de Produtos,Analista Pleno
1309,5683,Masculino,31,Pardo,Ensino Superior,AP,4,Operacoes,Analista Junior
1310,7BAA,Masculino,29,Branco,Pos graduacao,AM,10,Vendas,Analista Pleno
1311,45FB,Feminino,36,Branco,Mestrado,TO,8,Marketing,Estagiario
1312,B57D,Masculino,21,Preto,Pos graduacao,PB,6,TI,Analista Pleno
1313,CDA5,Feminino,34,Preto,Ensino Superior,AP,9,Vendas,Analista Pleno
1314,09B3,Masculino,27,Branco,Pos graduacao,RS,8,Administrativo,Analista Pleno
1315,7AE8,Feminino,27,Branco,Ensino Superior,RJ,6,Contabilidade,Estagiario
1316,4C2A,Masculino,29,Branco,Ensino Superior,RJ,2,Compras,Analista Pleno
1317,EBF7,Masculino,48,Preto,Ensino Superior,MA,8,Administrativo,Analista Junior
1318,2B4E,Masculino,21,Branco,Ensino Superior,RS,5,Recursos Humanos,Analista Senior
1319,6711,Masculino,28,Pardo,Mestrado,MS,6,Marketing,Analista Pleno
1320,D51D,Masculino,33,Branco,Pos graduacao,TO,3,Contabilidade,Analista Pleno
1321,3177,Masculino,32,Branco,Mestrado,AM,9,Recursos Humanos,Analista Pleno
1322,2B9A,Masculino,28,Pardo,Ensino Superior,PR,9,Recursos Humanos,Gerente
1323,EB9A,Masculino,42,Pardo,Ensino Superior,SP,7,Administrativo,Gerente
1324,DD25,Masculino,33,Branco,Ensino Superior,SE,0,TI,Gerente
1325,16E2,Masculino,27,Pardo,Ensino Superior,MS,7,TI,Analista Junior
1326,0870,Feminino,34,Pardo,Ensino Superior,DF,8,Desenvolvimento de Produtos,Analista Pleno
1327,8EBA,Feminino,31,Branco,Ensino Superior,PA,4,Administrativo,Analista Senior
1328,0AA2,Feminino,39,Preto,Ensino Superior,PE,4,Desenvolvimento de Produtos,Estagiario
1329,622D,Feminino,21,Preto,Mestrado,AP,5,Vendas,gerente
1330,97A8,Masculino,28,Branco,Mestrado,SC,12,Administrativo,Analista Pleno
1331,2116,Masculino,29,Preto,Pos graduacao,BA,5,TI,Gerente
1332,0341,Masculino,40,Branco,Ensino Superior,RJ,4,Compras,Analista Pleno
1333,0D97,Masculino,33,Branco,Mestrado,SP,10,TI,Analista Junior
1334,5614,Feminino,33,Branco,Doutorado,MA,4,Administrativo,Analista Pleno
1335,F78C,Masculino,40,Pardo,Doutorado,MG,7,Desenvolvimento de Produtos,Estagiario
1336,E1D2,Masculino,39,Pardo,Ensino Superior,MA,5,Marketing,Gerente
1337,D29B,Masculino,35,Branco,Ensino Superior,RJ,12,Vendas,Analista Pleno
1338,6E5D,Masculino,29,Branco,Mestrado,PE,12,Marketing,Analista Junior
1339,F8AA,Masculino,40,Branco,Pos graduacao,SC,11,Compras,Analista Pleno
1340,4087,Masculino,30,Pardo,Ensino Superior,PE,8,Recursos Humanos,Analista Junior
1341,3952,Feminino,25,Pardo,Doutorado,RJ,2,Vendas,Analista Senior
1342,FD4C,Feminino,20,Pardo,Ensino Superior,RN,4,TI,Gerente
1343,A3D9,Masculino,19,Pardo,Ensino Superior,MS,5,Vendas,Gerente
1344,4B01,Feminino,24,Preto,Ensino Superior,SP,3,Recursos Humanos,Estagiario
1345,F553,Feminino,38,Branco,Ensino Superior,BA,7,Marketing,Analista Senior
1346,B2E1,Masculino,22,Branco,Pos graduacao,DF,4,Vendas,Analista Senior
1347,537F,Masculino,18,Branco,Ensino Superior,RO,,Contabilidade,Analista Pleno
1348,32B5,Masculino,47,Branco,Pos graduacao,RJ,0,Administrativo,Gerente
1349,3613,Masculino,35,Preto,Pos graduacao,MS,1,Recursos Humanos,Analista Senior
1350,2DAE,Masculino,23,Pardo,Pos graduacao,BA,4,Operacoes,Analista Junior
1351,08D1,Masculino,27,Preto,Mestrado,RN,4,Recursos Humanos,Analista Junior
1352,7D06,Masculino,36,Pardo,Ensino Superior,AP,10,Desenvolvimento de Produtos,Analista Junior
1353,34D3,Masculino,31,Branco,Pos graduacao,MA,2,Compras,Analista Senior
1354,4E9A,Masculino,34,Branco,Ensino Superior,PI,,Vendas,Gerente
1355,9345,Masculino,32,Branco,Ensino Superior,PR,0,Contabilidade,Analista Pleno
1356,AECD,Masculino,19,Pardo,Pos graduacao,RS,2,TI,Analista Junior
1357,1220,Feminino,34,Branco,Ensino Superior,SP,4,Contabilidade,Analista Pleno
1358,1CA4,Masculino,40,Pardo,Ensino Superior,MT,4,Operacoes,Gerente
1359,1B23,Masculino,38,Pardo,Ensino Superior,SP,3,Marketing,Analista Senior
1360,D8E2,Feminino,24,Branco,Ensino Medio,RS,10,Vendas,Analista Senior
1361,EA1B,Masculino,25,Pardo,Mestrado,PR,2,Desenvolvimento de Produtos,Gerente
1362,FB35,Masculino,23,Pardo,Pos graduacao,SC,,Desenvolvimento de Produtos,Analista Pleno
1363,8085,Masculino,32,Pardo,Ensino Medio,RJ,6,Contabilidade,Analista Junior
1364,CADA,Masculino,22,Pardo,Doutorado,PR,,Desenvolvimento de Produtos,Gerente
1365,3302,Masculino,22,Preto,Ensino Superior,MG,6,Contabilidade,Analista Junior
1366,6F30,Feminino,30,Pardo,Ensino Superior,PE,3,Recursos Humanos,Analista Pleno
1367,DCBC,Masculino,45,Pardo,Doutorado,MS,6,TI,Analista Senior
1368,3248,Feminino,30,Pardo,Ensino Superior,RS,9,Compras,Analista Senior
1369,0A65,Masculino,48,Branco,Ensino Superior,SE,6,Desenvolvimento de Produtos,Analista Pleno
1370,E60D,Masculino,40,Branco,Doutorado,SP,8,Desenvolvimento de Produtos,Gerente
1371,3E47,Feminino,20,Branco,Ensino Superior,MA,2,Contabilidade,Analista Pleno
1372,7C4F,Masculino,38,Pardo,Mestrado,MA,8,Compras,Analista Junior
1373,0DD2,Masculino,44,Pardo,Ensino Superior,RN,6,Compras,Estagiario
1374,E7F4,Masculino,27,Branco,Ensino Superior,AM,7,Desenvolvimento de Produtos,Analista Pleno
1375,468A,Masculino,25,Branco,Ensino Superior,BA,3,Marketing,Analista Pleno
1376,9BFD,Masculino,27,Pardo,Pos graduacao,RJ,4,Marketing,Analista Senior
1377,AC44,Masculino,19,Branco,Ensino Superior,PR,4,Recursos Humanos,Analista Senior
1378,7EBC,Feminino,29,Branco,Ensino Superior,AM,6,TI,Analista Senior
1379,8AF7,Masculino,33,Pardo,Pos graduacao,AM,5,Operacoes,Gerente
1380,D460,Masculino,27,Branco,Ensino Superior,CE,3,Recursos Humanos,Estagiario
1381,53F4,Feminino,34,Pardo,Ensino Superior,BA,8,TI,Gerente
1382,141A,Masculino,35,Branco,Pos graduacao,ES,6,Recursos Humanos,Analista Senior
1383,C7D2,Masculino,33,Branco,Mestrado,MG,2,Administrativo,Estagiario
1384,12BE,Feminino,40,Branco,Ensino Superior,AM,7,TI,Analista Pleno
1385,F28E,Feminino,23,Branco,Doutorado,SP,3,Recursos Humanos,Analista Junior
1386,5764,Masculino,29,Branco,Ensino Superior,SC,5,Vendas,Gerente
1387,02D5,Masculino,26,Branco,Ensino Superior,SP,7,TI,Analista Junior
1388,F663,Masculino,39,Branco,Ensino Superior,SP,6,TI,Analista Senior
1389,A696,Masculino,27,Pardo,Mestrado,RO,4,Contabilidade,Estagiario
1390,20C5,Masculino,29,Pardo,Ensino Superior,RO,9,Administrativo,Gerente
1391,4F27,Masculino,25,Pardo,Ensino Superior,PR,2,Contabilidade,Analista Junior
1392,A1B7,Masculino,44,Branco,Ensino Superior,BA,2,Marketing,Gerente
1393,30C6,Feminino,45,Branco,Ensino Superior,RO,7,Desenvolvimento de Produtos,Gerente
1394,6D32,Masculino,31,Pardo,Pos graduacao,AC,5,Compras,Analista Pleno
1395,6F0B,Masculino,31,Branco,Ensino Superior,RJ,5,Marketing,Analista Senior
1396,68F3,Masculino,36,Pardo,Ensino Superior,PR,3,Administrativo,Analista Senior
1397,28E6,Feminino,20,Pardo,Doutorado,SP,,Marketing,Analista Junior
1398,06CF,Masculino,30,Pardo,Ensino Superior,BA,4,Contabilidade,Analista Senior
1399,146D,Masculino,51,Branco,Ensino Superior,MS,8,Contabilidade,Analista Senior
1400,C767,Masculino,35,Pardo,Ensino Superior,PR,10,Administrativo,Analista Junior
1401,D3FA,Masculino,27,Branco,Ensino Superior,SP,7,Marketing,Analista Junior
1402,BCA9,Masculino,21,Pardo,Ensino Superior,SE,7,Compras,Gerente
1403,025D,Masculino,25,Preto,Doutorado,PB,,Vendas,Gerente
1404,8B09,Masculino,22,Branco,Ensino Superior,MT,,Desenvolvimento de Produtos,Analista Junior
1405,80D9,Masculino,20,Preto,Ensino Medio,MS,,Recursos Humanos,Analista Junior
1406,B671,Masculino,34,Preto,Ensino Superior,SP,5,Vendas,Analista Senior
1407,0725,Masculino,42,Pardo,Ensino Superior,SP,4,Vendas,Analista Senior
1408,1501,Masculino,46,Pardo,Pos graduacao,PR,9,Marketing,Analista Senior
1409,D40F,Masculino,25,Branco,Ensino Superior,RJ,7,Operacoes,Estagiario
1410,ED3D,Feminino,33,Branco,Ensino Superior,TO,1,Operacoes,Gerente
1411,D473,Masculino,21,Branco,Ensino Superior,AM,,Recursos Humanos,Analista Pleno
1412,2E0F,Masculino,36,Branco,Ensino Superior,RJ,9,Vendas,Analista Junior
1413,B7B9,Feminino,39,Pardo,Ensino Superior,AL,4,Administrativo,Estagiario
1414,983D,Masculino,34,Branco,Ensino Superior,CE,7,Contabilidade,Analista Junior
1415,EA79,Feminino,58,Branco,Ensino Superior,PB,1,Recursos Humanos,Analista Junior
1416,B9C0,Masculino,31,Branco,Ensino Superior,SC,5,TI,Analista Pleno
1417,6F3B,Masculino,23,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
1418,6889,Masculino,39,Branco,Ensino Superior,PI,10,Administrativo,Analista Junior
1419,235D,Masculino,28,Pardo,Pos graduacao,MA,8,Desenvolvimento de Produtos,Analista Junior
1420,1949,Masculino,35,Branco,Ensino Superior,MT,4,Operacoes,Analista Pleno
1421,5998,Masculino,34,Branco,Pos graduacao,DF,8,Contabilidade,Analista Junior
1422,DE74,Masculino,48,Pardo,Ensino Superior,AC,7,Recursos Humanos,Analista Pleno
1423,BA82,Masculino,28,Branco,Ensino Superior,RS,4,Vendas,Analista Junior
1424,9663,Masculino,24,Branco,Ensino Superior,RJ,10,TI,Gerente
1425,376F,Masculino,27,Pardo,Pos graduacao,RN,6,TI,Estagiario
1426,E00D,Masculino,24,Branco,Ensino Medio,MT,5,Desenvolvimento de Produtos,Estagiario
1427,D6E7,Masculino,34,Branco,Mestrado,MG,4,Contabilidade,Analista Junior
1428,FA94,Masculino,29,Pardo,Ensino Superior,DF,5,Desenvolvimento de Produtos,Analista Junior
1429,9380,Feminino,47,Branco,Ensino Superior,SP,0,Vendas,Gerente
1430,C603,Masculino,25,Branco,Ensino Superior,RJ,8,Compras,Analista Pleno
1431,3D26,Feminino,30,Branco,Ensino Superior,RN,8,Compras,Analista Junior
1432,9CAF,Feminino,27,Branco,Ensino Superior,AC,6,Contabilidade,Estagiario
1433,8D0E,Masculino,22,Pardo,Ensino Superior,PB,0,Desenvolvimento de Produtos,Analista Senior
1434,ACE7,Masculino,21,Pardo,Mestrado,RO,5,Contabilidade,Analista Junior
